word,control_count,control_share,max_anchor_system,max_anchor_count,max_anchor_share,control_vs_max_anchor_ratio,share_gap,scenarios_control_present,scenario_win_count,scenario_term
regardless,49,0.000191,HYBRID_SEMANTIC,91,0.000304,0.630266,-0.000112,3,1,False
threshold,56,0.000219,HYBRID_SEMANTIC,105,0.000351,0.624264,-0.000132,2,1,False
source,119,0.000465,HYBRID_SEMANTIC,224,0.000748,0.621825,-0.000283,4,1,False
named,63,0.000246,HYBRID_SEMANTIC,119,0.000397,0.619673,-0.000151,3,1,False
sign,245,0.000957,HYBRID_3_5,441,0.001546,0.619159,-0.000589,4,1,False
expand,35,0.000137,HYBRID_3_5,63,0.000221,0.619159,-0.000084,3,1,False
frequent,35,0.000137,HYBRID_3_5,63,0.000221,0.619159,-0.000084,4,1,False
update,98,0.000383,AC15,189,0.000620,0.617595,-0.000237,3,1,False
matches,63,0.000246,AC15P,126,0.000401,0.613726,-0.000155,4,1,False
success,49,0.000191,AC15P,98,0.000312,0.613726,-0.000121,3,1,False
projects,35,0.000137,AC15P,70,0.000223,0.613726,-0.000086,2,1,False
subject,28,0.000109,AC15P,56,0.000178,0.613726,-0.000069,3,1,False
ins,21,0.000082,AC15P,42,0.000134,0.613726,-0.000052,2,1,False
partly,21,0.000082,AC15P,42,0.000134,0.613726,-0.000052,1,1,False
priorities,21,0.000082,AC15P,42,0.000134,0.613726,-0.000052,2,1,False
deck,14,0.000055,AC15P,28,0.000089,0.613726,-0.000034,1,1,False
engaged,14,0.000055,AC15P,28,0.000089,0.613726,-0.000034,1,1,False
functional,14,0.000055,AC15P,28,0.000089,0.613726,-0.000034,2,1,False
lift,14,0.000055,AC15P,28,0.000089,0.613726,-0.000034,2,1,False
nuance,14,0.000055,AC15P,28,0.000089,0.613726,-0.000034,2,1,False
outputs,14,0.000055,AC15P,28,0.000089,0.613726,-0.000034,2,1,False
weren,14,0.000055,AC15P,28,0.000089,0.613726,-0.000034,2,1,False
attack,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
autonomously,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
axis,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
backstop,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
bargaining,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
broke,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
charge,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
classic,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
contractable,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
copy,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
disappears,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
info,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
inherit,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
left,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
lifetime,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
networks,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
overriding,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
perfectly,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
places,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
prioritizing,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
procedurally,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
remediate,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
retains,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
secretly,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
separating,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
slice,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
solutions,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
speaking,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
stabilize,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
supportive,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
survivability,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
timeframe,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
trading,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
ultimately,7,0.000027,AC15P,14,0.000045,0.613726,-0.000017,1,1,False
gap,77,0.000301,HYBRID_SEMANTIC,147,0.000491,0.613116,-0.000190,4,1,True
fast,147,0.000574,AC15,287,0.000942,0.610063,-0.000367,4,1,False
tight,91,0.000356,HYBRID_SEMANTIC,175,0.000584,0.608657,-0.000229,4,1,False
daily,84,0.000328,HYBRID_3_5,154,0.000540,0.607901,-0.000212,2,1,False
pattern,42,0.000164,HYBRID_3_5,77,0.000270,0.607901,-0.000106,1,1,False
triggers,98,0.000383,HYBRID_SEMANTIC,189,0.000631,0.606923,-0.000248,4,1,False
given,133,0.000520,HYBRID_SEMANTIC,259,0.000865,0.601065,-0.000345,4,1,False
additional,49,0.000191,HYBRID_3_5,91,0.000319,0.600108,-0.000128,2,1,False
paste,49,0.000191,HYBRID_3_5,91,0.000319,0.600108,-0.000128,4,1,False
reduced,56,0.000219,AC15,112,0.000367,0.595538,-0.000149,2,1,False
ignore,49,0.000191,AC15,98,0.000322,0.595538,-0.000130,2,1,False
fixes,28,0.000109,AC15,56,0.000184,0.595538,-0.000074,2,1,False
act,21,0.000082,AC15,42,0.000138,0.595538,-0.000056,3,1,False
expectation,21,0.000082,AC15,42,0.000138,0.595538,-0.000056,2,1,False
labor,21,0.000082,AC15,42,0.000138,0.595538,-0.000056,2,1,False
modest,21,0.000082,AC15,42,0.000138,0.595538,-0.000056,2,1,False
proves,21,0.000082,AC15,42,0.000138,0.595538,-0.000056,3,1,False
venture,21,0.000082,AC15,42,0.000138,0.595538,-0.000056,2,1,True
cold,14,0.000055,AC15,28,0.000092,0.595538,-0.000037,1,1,False
dedicated,14,0.000055,AC15,28,0.000092,0.595538,-0.000037,2,1,False
driving,14,0.000055,AC15,28,0.000092,0.595538,-0.000037,2,1,False
ending,14,0.000055,AC15,28,0.000092,0.595538,-0.000037,2,1,False
functions,14,0.000055,AC15,28,0.000092,0.595538,-0.000037,2,1,False
inconsistency,14,0.000055,AC15,28,0.000092,0.595538,-0.000037,1,1,False
legitimate,14,0.000055,AC15,28,0.000092,0.595538,-0.000037,2,1,False
limitation,14,0.000055,AC15,28,0.000092,0.595538,-0.000037,1,1,False
portable,14,0.000055,AC15,28,0.000092,0.595538,-0.000037,1,1,False
region,14,0.000055,AC15,28,0.000092,0.595538,-0.000037,1,1,False
whose,14,0.000055,AC15,28,0.000092,0.595538,-0.000037,2,1,False
anticipate,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
approximate,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
bake,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
called,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
coupling,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
cutting,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
defendable,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
desperation,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
extract,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
fiduciary,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
foundation,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
invites,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
managing,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
media,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
neighbors,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
overly,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
pitfalls,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
practicality,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
predicted,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
presents,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
primed,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
proportion,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
radio,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
restructure,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
shock,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
splitting,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
statistically,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
stick,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
succeed,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
tension,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
terminate,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
weird,7,0.000027,AC15,14,0.000046,0.595538,-0.000019,1,1,False
direct,56,0.000219,HYBRID_3_5,105,0.000368,0.594393,-0.000149,3,1,False
environment,70,0.000274,HYBRID_SEMANTIC,140,0.000467,0.585247,-0.000194,4,1,False
backed,56,0.000219,HYBRID_SEMANTIC,112,0.000374,0.585247,-0.000155,2,1,False
strategy,56,0.000219,HYBRID_SEMANTIC,112,0.000374,0.585247,-0.000155,3,1,False
demonstrate,42,0.000164,HYBRID_SEMANTIC,84,0.000280,0.585247,-0.000116,3,1,False
classes,28,0.000109,HYBRID_SEMANTIC,56,0.000187,0.585247,-0.000078,1,1,False
effort,28,0.000109,HYBRID_SEMANTIC,56,0.000187,0.585247,-0.000078,2,1,False
forces,28,0.000109,HYBRID_SEMANTIC,56,0.000187,0.585247,-0.000078,1,1,False
mismatch,28,0.000109,HYBRID_SEMANTIC,56,0.000187,0.585247,-0.000078,2,1,False
trying,28,0.000109,HYBRID_SEMANTIC,56,0.000187,0.585247,-0.000078,3,1,False
navigate,21,0.000082,HYBRID_SEMANTIC,42,0.000140,0.585247,-0.000058,2,1,False
observed,21,0.000082,HYBRID_SEMANTIC,42,0.000140,0.585247,-0.000058,3,1,False
allows,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,1,1,False
entering,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,2,1,False
ethical,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,1,1,False
fence,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,1,1,False
insufficient,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,1,1,False
minimizing,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,1,1,False
offering,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,1,1,False
predictably,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,1,1,False
processes,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,2,1,False
publish,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,2,1,False
separately,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,2,1,False
strengthen,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,1,1,False
water,14,0.000055,HYBRID_SEMANTIC,28,0.000093,0.585247,-0.000039,1,1,False
accidentally,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
alerts,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
balances,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
betrayal,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
bind,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
blank,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
blowback,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
candidate,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
closes,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
conditioned,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
criterion,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
designing,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
disqualifying,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
escape,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
fairly,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
internet,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
investment,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
isolating,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
liquidation,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
loses,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
north,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
opinions,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
optimism,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
optimistic,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
oriented,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
peak,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
performed,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
polish,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
prefers,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
prepared,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
react,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
redundant,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
regularly,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
resolving,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
stall,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
star,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
strategies,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
substantially,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
suddenly,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
technology,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
tune,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
unproven,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
validating,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
workstream,7,0.000027,HYBRID_SEMANTIC,14,0.000047,0.585247,-0.000019,1,1,False
dependent,70,0.000274,AC15P,147,0.000468,0.584501,-0.000194,2,1,False
concern,63,0.000246,AC15P,133,0.000423,0.581425,-0.000177,3,1,False
technical,105,0.000410,HYBRID_3_5,203,0.000712,0.576458,-0.000301,3,1,False
dependency,168,0.000656,AC15,350,0.001148,0.571716,-0.000492,3,1,True
severity,77,0.000301,AC15,161,0.000528,0.569645,-0.000227,3,1,False
day,224,0.000875,AC15,469,0.001539,0.568872,-0.000663,4,1,False
current,308,0.001204,HYBRID_3_5,609,0.002135,0.563648,-0.000932,4,1,False
landing,112,0.000438,AC15,238,0.000781,0.560506,-0.000343,2,1,False
buy,56,0.000219,AC15,119,0.000390,0.560506,-0.000172,3,1,False
claims,105,0.000410,AC15P,231,0.000735,0.557933,-0.000325,3,1,False
demonstrated,35,0.000137,AC15P,77,0.000245,0.557933,-0.000108,2,1,False
pre,112,0.000438,HYBRID_3_5,224,0.000785,0.557243,-0.000348,4,1,False
human,63,0.000246,HYBRID_3_5,126,0.000442,0.557243,-0.000196,3,1,False
introduce,42,0.000164,HYBRID_3_5,84,0.000295,0.557243,-0.000130,3,1,False
ensure,35,0.000137,HYBRID_3_5,70,0.000245,0.557243,-0.000109,2,1,False
contact,28,0.000109,HYBRID_3_5,56,0.000196,0.557243,-0.000087,2,1,False
easily,28,0.000109,HYBRID_3_5,56,0.000196,0.557243,-0.000087,2,1,False
increasing,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,3,1,False
internally,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,2,1,False
panel,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,2,1,False
slide,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,3,1,False
absorb,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,1,False
advice,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,1,False
fire,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,1,False
found,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,2,1,False
maps,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,2,1,False
protecting,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,2,1,False
asymmetric,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
buckets,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
commonly,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
convenient,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
couldn,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
development,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
distinction,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
drives,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
earn,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
ensuring,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
evasive,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
exploring,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
faith,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
fuel,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
gain,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
hypothetical,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
iterative,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
jump,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
litmus,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
measures,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
outweigh,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
particular,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
pressured,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
quotes,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
recoverable,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
responding,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
staging,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
substance,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
swing,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
workaround,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,1,False
alternative,63,0.000246,HYBRID_SEMANTIC,133,0.000444,0.554445,-0.000198,4,1,False
window,119,0.000465,AC15P,266,0.000847,0.549123,-0.000382,4,1,True
result,28,0.000109,AC15P,63,0.000201,0.545534,-0.000091,2,1,False
run,133,0.000520,AC15P,301,0.000958,0.542362,-0.000439,4,1,False
itself,42,0.000164,HYBRID_SEMANTIC,91,0.000304,0.540228,-0.000140,4,1,False
timelines,49,0.000191,AC15P,112,0.000357,0.537010,-0.000165,1,1,False
visible,70,0.000274,AC15P,161,0.000513,0.533675,-0.000239,4,1,False
grounding,77,0.000301,HYBRID_3_5,161,0.000565,0.533015,-0.000264,3,1,False
access,224,0.000875,HYBRID_3_5,469,0.001644,0.532292,-0.000769,4,1,True
down,140,0.000547,AC15,315,0.001033,0.529367,-0.000486,4,1,False
spares,112,0.000438,AC15,252,0.000827,0.529367,-0.000389,2,1,False
optics,56,0.000219,AC15,126,0.000413,0.529367,-0.000195,3,1,False
false,28,0.000109,AC15,63,0.000207,0.529367,-0.000097,3,1,False
genuinely,28,0.000109,AC15,63,0.000207,0.529367,-0.000097,3,1,False
internal,63,0.000246,HYBRID_SEMANTIC,140,0.000467,0.526722,-0.000221,4,1,False
post,42,0.000164,AC15P,98,0.000312,0.526051,-0.000148,3,1,False
created,21,0.000082,AC15P,49,0.000156,0.526051,-0.000074,3,1,False
feelings,21,0.000082,AC15P,49,0.000156,0.526051,-0.000074,2,1,False
general,21,0.000082,AC15P,49,0.000156,0.526051,-0.000074,2,1,False
demand,91,0.000356,HYBRID_SEMANTIC,203,0.000678,0.524704,-0.000322,4,1,False
address,28,0.000109,HYBRID_SEMANTIC,63,0.000210,0.520220,-0.000101,3,1,False
decisive,28,0.000109,HYBRID_SEMANTIC,63,0.000210,0.520220,-0.000101,3,1,False
focus,28,0.000109,HYBRID_SEMANTIC,63,0.000210,0.520220,-0.000101,2,1,False
neutralize,28,0.000109,HYBRID_SEMANTIC,63,0.000210,0.520220,-0.000101,2,1,False
script,28,0.000109,HYBRID_SEMANTIC,63,0.000210,0.520220,-0.000101,2,1,False
cleanly,35,0.000137,AC15P,84,0.000267,0.511438,-0.000131,3,1,False
degradation,21,0.000082,AC15,49,0.000161,0.510461,-0.000079,3,1,False
loop,35,0.000137,HYBRID_3_5,77,0.000270,0.506585,-0.000133,2,1,False
pursue,35,0.000137,HYBRID_3_5,77,0.000270,0.506585,-0.000133,1,1,False
validated,63,0.000246,AC15P,154,0.000490,0.502139,-0.000244,3,1,False
consequences,21,0.000082,HYBRID_SEMANTIC,49,0.000164,0.501640,-0.000082,2,1,False
dominates,21,0.000082,HYBRID_SEMANTIC,49,0.000164,0.501640,-0.000082,1,1,False
form,21,0.000082,HYBRID_SEMANTIC,49,0.000164,0.501640,-0.000082,2,1,False
approach,63,0.000246,HYBRID_3_5,140,0.000491,0.501519,-0.000245,3,1,False
durable,77,0.000301,AC15P,189,0.000602,0.500073,-0.000301,3,1,False
minutes,77,0.000301,AC15P,189,0.000602,0.500073,-0.000301,4,1,False
central,182,0.000711,AC15,434,0.001424,0.499483,-0.000713,2,1,False
above,35,0.000137,AC15,84,0.000276,0.496282,-0.000139,2,1,False
giving,28,0.000109,HYBRID_3_5,63,0.000221,0.495327,-0.000111,2,1,False
monthly,28,0.000109,HYBRID_3_5,63,0.000221,0.495327,-0.000111,3,1,False
standards,77,0.000301,HYBRID_SEMANTIC,182,0.000608,0.495209,-0.000307,2,1,False
configs,42,0.000164,AC15P,105,0.000334,0.490981,-0.000170,2,1,False
desired,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,2,1,False
documents,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,2,1,False
increased,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,2,1,False
punish,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,1,1,False
respectfully,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,2,1,False
sane,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,1,1,False
tested,35,0.000137,HYBRID_SEMANTIC,84,0.000280,0.487706,-0.000144,2,1,False
workflows,63,0.000246,HYBRID_SEMANTIC,154,0.000514,0.478839,-0.000268,2,1,False
allow,42,0.000164,HYBRID_3_5,98,0.000344,0.477637,-0.000179,3,1,False
remote,42,0.000164,HYBRID_3_5,98,0.000344,0.477637,-0.000179,2,1,True
exposed,21,0.000082,HYBRID_3_5,49,0.000172,0.477637,-0.000090,2,1,False
delaying,42,0.000164,AC15,105,0.000344,0.476430,-0.000180,2,1,False
its,42,0.000164,AC15,105,0.000344,0.476430,-0.000180,2,1,False
causing,14,0.000055,AC15,35,0.000115,0.476430,-0.000060,1,1,False
diagnostics,14,0.000055,AC15,35,0.000115,0.476430,-0.000060,2,1,False
frames,14,0.000055,AC15,35,0.000115,0.476430,-0.000060,1,1,False
inferred,14,0.000055,AC15,35,0.000115,0.476430,-0.000060,2,1,False
joint,14,0.000055,AC15,35,0.000115,0.476430,-0.000060,2,1,False
observability,14,0.000055,AC15,35,0.000115,0.476430,-0.000060,1,1,False
standby,14,0.000055,AC15,35,0.000115,0.476430,-0.000060,1,1,False
unlikely,14,0.000055,AC15,35,0.000115,0.476430,-0.000060,2,1,False
practice,42,0.000164,HYBRID_SEMANTIC,105,0.000351,0.468198,-0.000186,4,1,False
alarms,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,2,1,False
applies,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,2,1,False
executive,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,2,1,False
format,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,1,1,False
further,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,2,1,False
mechanisms,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,2,1,False
missed,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,2,1,False
probably,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,1,1,False
responsibly,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,2,1,False
attempts,77,0.000301,AC15P,203,0.000646,0.465585,-0.000345,2,1,False
orders,21,0.000082,AC15P,56,0.000178,0.460294,-0.000096,1,1,False
resign,21,0.000082,AC15P,56,0.000178,0.460294,-0.000096,2,1,False
route,21,0.000082,AC15P,56,0.000178,0.460294,-0.000096,3,1,False
cap,77,0.000301,HYBRID_SEMANTIC,196,0.000654,0.459837,-0.000353,3,1,False
planned,35,0.000137,AC15,91,0.000299,0.458106,-0.000162,3,1,False
