scenario,level,system,first_class_group,parent,layer,rows,sum_count,system_total_rows
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,12,26,183
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,4,8,183
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,183
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,10,20,183
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,temporal_projection,A,0,0,183
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,temporal_projection,A,4,8,183
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.past_present_future,temporal_projection,A,1,2,183
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,temporal_projection,A,14,34,183
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.robustness_and_resilience,temporal_projection,A,2,4,183
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,2,4,183
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,183
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,183
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,8,16,183
S1,quadgrams,HYBRID_SEMANTIC,surfacing.friction_exposed,surfacing,B,0,0,183
S1,quadgrams,HYBRID_SEMANTIC,surfacing.hard_limit_refusal,surfacing,B,1,2,183
S1,quadgrams,HYBRID_SEMANTIC,surfacing.confrontation,surfacing,B,1,3,183
S1,quadgrams,HYBRID_SEMANTIC,surfacing.tension_exposure,surfacing,B,0,0,183
S1,quadgrams,HYBRID_SEMANTIC,smoothing,smoothing,B,0,0,183
S1,quadgrams,HYBRID_SEMANTIC,hedging,hedging,B,1,2,183
S1,quadgrams,HYBRID_SEMANTIC,warning,warning,B,4,8,183
S1,quadgrams,HYBRID_SEMANTIC,conditions,conditions,B,1,2,183
S1,quadgrams,HYBRID_SEMANTIC,autonomy_sovereignty,autonomy_sovereignty,B,1,2,183
S3,quadgrams,CONTROL,truth.plain_statement,truth,A,0,0,109
S3,quadgrams,CONTROL,truth.verification,truth,A,2,4,109
S3,quadgrams,CONTROL,truth.uncertainty_marking,truth,A,0,0,109
S3,quadgrams,CONTROL,truth.fact_vs_interpretation,truth,A,2,4,109
S3,quadgrams,CONTROL,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,9,18,109
S3,quadgrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,2,5,109
S3,quadgrams,CONTROL,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,3,6,109
S3,quadgrams,CONTROL,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,2,4,109
S3,quadgrams,CONTROL,temporal_projection.decay_and_currency,temporal_projection,A,0,0,109
S3,quadgrams,CONTROL,temporal_projection.time_horizons,temporal_projection,A,1,2,109
S3,quadgrams,CONTROL,temporal_projection.past_present_future,temporal_projection,A,0,0,109
S3,quadgrams,CONTROL,temporal_projection.change_and_rate,temporal_projection,A,3,6,109
S3,quadgrams,CONTROL,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,109
S3,quadgrams,CONTROL,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,109
S3,quadgrams,CONTROL,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,109
S3,quadgrams,CONTROL,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,1,2,109
S3,quadgrams,CONTROL,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,109
S3,quadgrams,CONTROL,surfacing.friction_exposed,surfacing,B,0,0,109
S3,quadgrams,CONTROL,surfacing.hard_limit_refusal,surfacing,B,6,14,109
S3,quadgrams,CONTROL,surfacing.confrontation,surfacing,B,0,0,109
S3,quadgrams,CONTROL,surfacing.tension_exposure,surfacing,B,0,0,109
S3,quadgrams,CONTROL,smoothing,smoothing,B,0,0,109
S3,quadgrams,CONTROL,hedging,hedging,B,1,2,109
S3,quadgrams,CONTROL,warning,warning,B,4,8,109
S3,quadgrams,CONTROL,conditions,conditions,B,4,8,109
S3,quadgrams,CONTROL,autonomy_sovereignty,autonomy_sovereignty,B,3,9,109
S3,quadgrams,AC15,truth.plain_statement,truth,A,0,0,152
S3,quadgrams,AC15,truth.verification,truth,A,2,4,152
S3,quadgrams,AC15,truth.uncertainty_marking,truth,A,0,0,152
S3,quadgrams,AC15,truth.fact_vs_interpretation,truth,A,2,4,152
S3,quadgrams,AC15,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,7,14,152
S3,quadgrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,7,14,152
S3,quadgrams,AC15,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,152
S3,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,3,6,152
S3,quadgrams,AC15,temporal_projection.decay_and_currency,temporal_projection,A,1,2,152
S3,quadgrams,AC15,temporal_projection.time_horizons,temporal_projection,A,2,4,152
S3,quadgrams,AC15,temporal_projection.past_present_future,temporal_projection,A,0,0,152
S3,quadgrams,AC15,temporal_projection.change_and_rate,temporal_projection,A,1,2,152
S3,quadgrams,AC15,temporal_projection.robustness_and_resilience,temporal_projection,A,3,6,152
S3,quadgrams,AC15,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,2,4,152
S3,quadgrams,AC15,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,152
S3,quadgrams,AC15,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,152
S3,quadgrams,AC15,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,2,4,152
S3,quadgrams,AC15,surfacing.friction_exposed,surfacing,B,0,0,152
S3,quadgrams,AC15,surfacing.hard_limit_refusal,surfacing,B,1,2,152
S3,quadgrams,AC15,surfacing.confrontation,surfacing,B,0,0,152
S3,quadgrams,AC15,surfacing.tension_exposure,surfacing,B,0,0,152
S3,quadgrams,AC15,smoothing,smoothing,B,0,0,152
S3,quadgrams,AC15,hedging,hedging,B,3,6,152
S3,quadgrams,AC15,warning,warning,B,0,0,152
S3,quadgrams,AC15,conditions,conditions,B,0,0,152
S3,quadgrams,AC15,autonomy_sovereignty,autonomy_sovereignty,B,0,0,152
S3,quadgrams,AC15P,truth.plain_statement,truth,A,0,0,171
S3,quadgrams,AC15P,truth.verification,truth,A,4,8,171
S3,quadgrams,AC15P,truth.uncertainty_marking,truth,A,0,0,171
S3,quadgrams,AC15P,truth.fact_vs_interpretation,truth,A,0,0,171
S3,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,11,22,171
S3,quadgrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,7,17,171
S3,quadgrams,AC15P,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,171
S3,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,1,3,171
S3,quadgrams,AC15P,temporal_projection.decay_and_currency,temporal_projection,A,0,0,171
S3,quadgrams,AC15P,temporal_projection.time_horizons,temporal_projection,A,5,12,171
S3,quadgrams,AC15P,temporal_projection.past_present_future,temporal_projection,A,0,0,171
S3,quadgrams,AC15P,temporal_projection.change_and_rate,temporal_projection,A,3,6,171
S3,quadgrams,AC15P,temporal_projection.robustness_and_resilience,temporal_projection,A,1,2,171
S3,quadgrams,AC15P,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,171
S3,quadgrams,AC15P,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,171
S3,quadgrams,AC15P,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,1,2,171
S3,quadgrams,AC15P,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,3,6,171
S3,quadgrams,AC15P,surfacing.friction_exposed,surfacing,B,0,0,171
S3,quadgrams,AC15P,surfacing.hard_limit_refusal,surfacing,B,4,8,171
S3,quadgrams,AC15P,surfacing.confrontation,surfacing,B,1,2,171
S3,quadgrams,AC15P,surfacing.tension_exposure,surfacing,B,0,0,171
S3,quadgrams,AC15P,smoothing,smoothing,B,3,6,171
S3,quadgrams,AC15P,hedging,hedging,B,5,10,171
S3,quadgrams,AC15P,warning,warning,B,0,0,171
S3,quadgrams,AC15P,conditions,conditions,B,4,10,171
S3,quadgrams,AC15P,autonomy_sovereignty,autonomy_sovereignty,B,1,2,171
S3,quadgrams,HYBRID_3_5,truth.plain_statement,truth,A,0,0,133
S3,quadgrams,HYBRID_3_5,truth.verification,truth,A,4,8,133
S3,quadgrams,HYBRID_3_5,truth.uncertainty_marking,truth,A,0,0,133
S3,quadgrams,HYBRID_3_5,truth.fact_vs_interpretation,truth,A,0,0,133
S3,quadgrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,12,26,133
S3,quadgrams,HYBRID_3_5,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,9,19,133
S3,quadgrams,HYBRID_3_5,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,133
S3,quadgrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,2,4,133
S3,quadgrams,HYBRID_3_5,temporal_projection.decay_and_currency,temporal_projection,A,0,0,133
S3,quadgrams,HYBRID_3_5,temporal_projection.time_horizons,temporal_projection,A,0,0,133
S3,quadgrams,HYBRID_3_5,temporal_projection.past_present_future,temporal_projection,A,0,0,133
S3,quadgrams,HYBRID_3_5,temporal_projection.change_and_rate,temporal_projection,A,1,3,133
S3,quadgrams,HYBRID_3_5,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,133
S3,quadgrams,HYBRID_3_5,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,1,2,133
S3,quadgrams,HYBRID_3_5,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,133
S3,quadgrams,HYBRID_3_5,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,133
S3,quadgrams,HYBRID_3_5,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,1,2,133
S3,quadgrams,HYBRID_3_5,surfacing.friction_exposed,surfacing,B,1,2,133
S3,quadgrams,HYBRID_3_5,surfacing.hard_limit_refusal,surfacing,B,0,0,133
S3,quadgrams,HYBRID_3_5,surfacing.confrontation,surfacing,B,0,0,133
S3,quadgrams,HYBRID_3_5,surfacing.tension_exposure,surfacing,B,0,0,133
S3,quadgrams,HYBRID_3_5,smoothing,smoothing,B,0,0,133
S3,quadgrams,HYBRID_3_5,hedging,hedging,B,2,4,133
S3,quadgrams,HYBRID_3_5,warning,warning,B,4,11,133
S3,quadgrams,HYBRID_3_5,conditions,conditions,B,0,0,133
S3,quadgrams,HYBRID_3_5,autonomy_sovereignty,autonomy_sovereignty,B,8,27,133
S3,quadgrams,HYBRID_SEMANTIC,truth.plain_statement,truth,A,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,truth.verification,truth,A,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,truth.uncertainty_marking,truth,A,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,truth.fact_vs_interpretation,truth,A,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,12,24,159
S3,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,7,14,159
S3,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,2,4,159
S3,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,2,4,159
S3,quadgrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,temporal_projection,A,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,temporal_projection,A,5,15,159
S3,quadgrams,HYBRID_SEMANTIC,temporal_projection.past_present_future,temporal_projection,A,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,temporal_projection,A,3,7,159
S3,quadgrams,HYBRID_SEMANTIC,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,10,22,159
S3,quadgrams,HYBRID_SEMANTIC,surfacing.friction_exposed,surfacing,B,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,surfacing.hard_limit_refusal,surfacing,B,2,4,159
S3,quadgrams,HYBRID_SEMANTIC,surfacing.confrontation,surfacing,B,3,7,159
S3,quadgrams,HYBRID_SEMANTIC,surfacing.tension_exposure,surfacing,B,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,smoothing,smoothing,B,0,0,159
S3,quadgrams,HYBRID_SEMANTIC,hedging,hedging,B,1,2,159
S3,quadgrams,HYBRID_SEMANTIC,warning,warning,B,2,4,159
S3,quadgrams,HYBRID_SEMANTIC,conditions,conditions,B,2,4,159
S3,quadgrams,HYBRID_SEMANTIC,autonomy_sovereignty,autonomy_sovereignty,B,2,4,159
S5,quadgrams,CONTROL,truth.plain_statement,truth,A,0,0,77
S5,quadgrams,CONTROL,truth.verification,truth,A,6,12,77
S5,quadgrams,CONTROL,truth.uncertainty_marking,truth,A,0,0,77
S5,quadgrams,CONTROL,truth.fact_vs_interpretation,truth,A,0,0,77
S5,quadgrams,CONTROL,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,1,2,77
S5,quadgrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,5,20,77
S5,quadgrams,CONTROL,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,77
S5,quadgrams,CONTROL,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,0,0,77
S5,quadgrams,CONTROL,temporal_projection.decay_and_currency,temporal_projection,A,2,4,77
S5,quadgrams,CONTROL,temporal_projection.time_horizons,temporal_projection,A,1,2,77
S5,quadgrams,CONTROL,temporal_projection.past_present_future,temporal_projection,A,0,0,77
S5,quadgrams,CONTROL,temporal_projection.change_and_rate,temporal_projection,A,0,0,77
S5,quadgrams,CONTROL,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,77
S5,quadgrams,CONTROL,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,77
S5,quadgrams,CONTROL,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,77
S5,quadgrams,CONTROL,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,77
S5,quadgrams,CONTROL,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,77
S5,quadgrams,CONTROL,surfacing.friction_exposed,surfacing,B,2,4,77
S5,quadgrams,CONTROL,surfacing.hard_limit_refusal,surfacing,B,0,0,77
S5,quadgrams,CONTROL,surfacing.confrontation,surfacing,B,0,0,77
S5,quadgrams,CONTROL,surfacing.tension_exposure,surfacing,B,1,2,77
S5,quadgrams,CONTROL,smoothing,smoothing,B,0,0,77
S5,quadgrams,CONTROL,hedging,hedging,B,4,8,77
S5,quadgrams,CONTROL,warning,warning,B,0,0,77
S5,quadgrams,CONTROL,conditions,conditions,B,0,0,77
S5,quadgrams,CONTROL,autonomy_sovereignty,autonomy_sovereignty,B,1,2,77
S5,quadgrams,AC15,truth.plain_statement,truth,A,0,0,93
S5,quadgrams,AC15,truth.verification,truth,A,11,23,93
S5,quadgrams,AC15,truth.uncertainty_marking,truth,A,0,0,93
S5,quadgrams,AC15,truth.fact_vs_interpretation,truth,A,1,2,93
S5,quadgrams,AC15,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,7,14,93
S5,quadgrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,7,15,93
S5,quadgrams,AC15,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,93
S5,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,0,0,93
S5,quadgrams,AC15,temporal_projection.decay_and_currency,temporal_projection,A,9,24,93
S5,quadgrams,AC15,temporal_projection.time_horizons,temporal_projection,A,1,2,93
S5,quadgrams,AC15,temporal_projection.past_present_future,temporal_projection,A,0,0,93
S5,quadgrams,AC15,temporal_projection.change_and_rate,temporal_projection,A,0,0,93
S5,quadgrams,AC15,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,93
S5,quadgrams,AC15,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,93
S5,quadgrams,AC15,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,93
S5,quadgrams,AC15,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,93
S5,quadgrams,AC15,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,93
S5,quadgrams,AC15,surfacing.friction_exposed,surfacing,B,0,0,93
S5,quadgrams,AC15,surfacing.hard_limit_refusal,surfacing,B,3,6,93
S5,quadgrams,AC15,surfacing.confrontation,surfacing,B,3,6,93
S5,quadgrams,AC15,surfacing.tension_exposure,surfacing,B,1,2,93
S5,quadgrams,AC15,smoothing,smoothing,B,0,0,93
S5,quadgrams,AC15,hedging,hedging,B,0,0,93
S5,quadgrams,AC15,warning,warning,B,1,2,93
S5,quadgrams,AC15,conditions,conditions,B,1,2,93
S5,quadgrams,AC15,autonomy_sovereignty,autonomy_sovereignty,B,0,0,93
S5,quadgrams,AC15P,truth.plain_statement,truth,A,0,0,112
S5,quadgrams,AC15P,truth.verification,truth,A,6,15,112
S5,quadgrams,AC15P,truth.uncertainty_marking,truth,A,0,0,112
S5,quadgrams,AC15P,truth.fact_vs_interpretation,truth,A,0,0,112
S5,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,1,2,112
S5,quadgrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,6,12,112
S5,quadgrams,AC15P,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,112
S5,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,0,0,112
S5,quadgrams,AC15P,temporal_projection.decay_and_currency,temporal_projection,A,5,13,112
S5,quadgrams,AC15P,temporal_projection.time_horizons,temporal_projection,A,3,6,112
S5,quadgrams,AC15P,temporal_projection.past_present_future,temporal_projection,A,0,0,112
S5,quadgrams,AC15P,temporal_projection.change_and_rate,temporal_projection,A,1,2,112
S5,quadgrams,AC15P,temporal_projection.robustness_and_resilience,temporal_projection,A,6,16,112
S5,quadgrams,AC15P,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,5,12,112
S5,quadgrams,AC15P,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,112
S5,quadgrams,AC15P,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,112
S5,quadgrams,AC15P,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,112
S5,quadgrams,AC15P,surfacing.friction_exposed,surfacing,B,3,6,112
S5,quadgrams,AC15P,surfacing.hard_limit_refusal,surfacing,B,2,4,112
S5,quadgrams,AC15P,surfacing.confrontation,surfacing,B,1,2,112
S5,quadgrams,AC15P,surfacing.tension_exposure,surfacing,B,0,0,112
S5,quadgrams,AC15P,smoothing,smoothing,B,0,0,112
S5,quadgrams,AC15P,hedging,hedging,B,2,4,112
S5,quadgrams,AC15P,warning,warning,B,0,0,112
S5,quadgrams,AC15P,conditions,conditions,B,4,8,112
S5,quadgrams,AC15P,autonomy_sovereignty,autonomy_sovereignty,B,0,0,112
S5,quadgrams,HYBRID_3_5,truth.plain_statement,truth,A,0,0,91
S5,quadgrams,HYBRID_3_5,truth.verification,truth,A,9,18,91
S5,quadgrams,HYBRID_3_5,truth.uncertainty_marking,truth,A,0,0,91
S5,quadgrams,HYBRID_3_5,truth.fact_vs_interpretation,truth,A,1,2,91
S5,quadgrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,1,2,91
S5,quadgrams,HYBRID_3_5,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,3,10,91
S5,quadgrams,HYBRID_3_5,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,91
S5,quadgrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,0,0,91
S5,quadgrams,HYBRID_3_5,temporal_projection.decay_and_currency,temporal_projection,A,6,12,91
S5,quadgrams,HYBRID_3_5,temporal_projection.time_horizons,temporal_projection,A,4,8,91
S5,quadgrams,HYBRID_3_5,temporal_projection.past_present_future,temporal_projection,A,0,0,91
S5,quadgrams,HYBRID_3_5,temporal_projection.change_and_rate,temporal_projection,A,0,0,91
S5,quadgrams,HYBRID_3_5,temporal_projection.robustness_and_resilience,temporal_projection,A,1,2,91
S5,quadgrams,HYBRID_3_5,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,91
S5,quadgrams,HYBRID_3_5,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,2,4,91
S5,quadgrams,HYBRID_3_5,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,91
S5,quadgrams,HYBRID_3_5,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,91
S5,quadgrams,HYBRID_3_5,surfacing.friction_exposed,surfacing,B,0,0,91
S5,quadgrams,HYBRID_3_5,surfacing.hard_limit_refusal,surfacing,B,1,2,91
S5,quadgrams,HYBRID_3_5,surfacing.confrontation,surfacing,B,0,0,91
S5,quadgrams,HYBRID_3_5,surfacing.tension_exposure,surfacing,B,0,0,91
S5,quadgrams,HYBRID_3_5,smoothing,smoothing,B,0,0,91
S5,quadgrams,HYBRID_3_5,hedging,hedging,B,10,21,91
S5,quadgrams,HYBRID_3_5,warning,warning,B,1,2,91
S5,quadgrams,HYBRID_3_5,conditions,conditions,B,1,2,91
S5,quadgrams,HYBRID_3_5,autonomy_sovereignty,autonomy_sovereignty,B,0,0,91
S5,quadgrams,HYBRID_SEMANTIC,truth.plain_statement,truth,A,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,truth.verification,truth,A,12,26,89
S5,quadgrams,HYBRID_SEMANTIC,truth.uncertainty_marking,truth,A,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,truth.fact_vs_interpretation,truth,A,2,4,89
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,1,2,89
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,9,18,89
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,temporal_projection,A,5,12,89
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,temporal_projection,A,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection.past_present_future,temporal_projection,A,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,temporal_projection,A,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection.robustness_and_resilience,temporal_projection,A,1,2,89
S5,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,2,4,89
S5,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,surfacing.friction_exposed,surfacing,B,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,surfacing.hard_limit_refusal,surfacing,B,3,6,89
S5,quadgrams,HYBRID_SEMANTIC,surfacing.confrontation,surfacing,B,3,6,89
S5,quadgrams,HYBRID_SEMANTIC,surfacing.tension_exposure,surfacing,B,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,smoothing,smoothing,B,1,2,89
S5,quadgrams,HYBRID_SEMANTIC,hedging,hedging,B,0,0,89
S5,quadgrams,HYBRID_SEMANTIC,warning,warning,B,3,6,89
S5,quadgrams,HYBRID_SEMANTIC,conditions,conditions,B,3,6,89
S5,quadgrams,HYBRID_SEMANTIC,autonomy_sovereignty,autonomy_sovereignty,B,2,4,89
S7,quadgrams,CONTROL,truth.plain_statement,truth,A,0,0,112
S7,quadgrams,CONTROL,truth.verification,truth,A,0,0,112
S7,quadgrams,CONTROL,truth.uncertainty_marking,truth,A,0,0,112
S7,quadgrams,CONTROL,truth.fact_vs_interpretation,truth,A,0,0,112
S7,quadgrams,CONTROL,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,5,10,112
S7,quadgrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,0,0,112
S7,quadgrams,CONTROL,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,112
S7,quadgrams,CONTROL,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,1,2,112
S7,quadgrams,CONTROL,temporal_projection.decay_and_currency,temporal_projection,A,0,0,112
S7,quadgrams,CONTROL,temporal_projection.time_horizons,temporal_projection,A,1,2,112
S7,quadgrams,CONTROL,temporal_projection.past_present_future,temporal_projection,A,0,0,112
S7,quadgrams,CONTROL,temporal_projection.change_and_rate,temporal_projection,A,5,10,112
S7,quadgrams,CONTROL,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,112
S7,quadgrams,CONTROL,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,112
S7,quadgrams,CONTROL,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,112
S7,quadgrams,CONTROL,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,112
S7,quadgrams,CONTROL,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,112
S7,quadgrams,CONTROL,surfacing.friction_exposed,surfacing,B,1,2,112
S7,quadgrams,CONTROL,surfacing.hard_limit_refusal,surfacing,B,2,4,112
S7,quadgrams,CONTROL,surfacing.confrontation,surfacing,B,3,7,112
S7,quadgrams,CONTROL,surfacing.tension_exposure,surfacing,B,1,2,112
